58.9871	0.29132314	5.7774	11.1331	70.2088	2.5048	8.081378919
58.7799	0.296487603	6.2168	10.4623	69.7413	2.521	5.762722903
58.9888	0.2786	4.821	10.8579	69.3834	2.5385	4.789262408
58.988	0.268338843	3.693	11.197	69.123	2.543	5.138874866
58.8014	0.260340496	2.9332	11.304	68.7929	2.545	4.853579914
58.5555	0.253384298	2.6155	11.225	68.4515	2.545	4.594129007
58.8163	0.215800826	2.9444	10.5045	67.9994	2.547	6.265443968
59.2215	0.200880165	2.7625	10.608	68.1605	2.547	6.094279754
59.733	0.193892562	2.529	11.26	68.878	2.544	5.018974437
59.7347	0.209122314	2.1657	11.4872	69.3163	2.5403	8.206240156
59.811	0.236177686	1.7085	11.609	69.7135	2.536	4.850932667
60.0224	0.270540496	1.4006	11.691	70.0627	2.5317	4.257786725
60.2985	0.308130579	1.2145	12.0416	70.6658	2.5233	6.102073045
60.1305	0.294384298	1.298	12.305	70.9845	2.5195	4.025389006
59.7928	0.27272314	1.4115	12.4535	71.2956	2.515	6.061996975
59.455	0.254801653	1.386	12.441	71.553	2.509	7.590789481
59.3757	0.243528926	1.2963	12.421	71.5618	2.4975	7.044760756
59.4865	0.236099174	1.3415	12.5085	71.4015	2.486	7.713135111
58.8117	0.332383471	1.2558	12.2494	70.5016	2.4935	4.942192824
58.481	0.399020661	1.1585	12.13	70.4165	2.507	4.063126328
58.5496	0.45412562	1.1362	12.3859	70.3832	2.522	3.555298562
59.0633	0.506440496	1.27	13.2679	69.604	2.548	8.438542817
58.144	0.396884298	1.025	13.178	65.842	2.565	1.771960006
57.562	0.356775207	1.0245	12.6777	64.8953	2.5662	2.154474909
57.049	0.329681818	0.967	12.3215	64.469	2.5675	2.489209381
56.7146	0.315602479	0.7774	12.2888	64.6829	2.5688	2.3360779
55.9963	0.339924793	0.3709	12.4748	66.0496	2.5703	3.35930646
55.4155	0.368450413	0.2765	12.2995	66.8125	2.5655	2.862567568
55.0299	0.39652314	0.2333	12.0416	67.4973	2.5592	3.509213023
55.031	0.416016529	0.212	11.767	68.127	2.556	2.994618219
55.261	0.376342975	0.194	11.605	69.23	2.5475	2.537421666
54.9536	0.335852893	0.1902	11.6905	69.6277	2.5405	2.666425115
54.595	0.311173554	0.194	11.59	69.828	2.534	3.295784044
53.7404	0.337007438	0.2983	11.7246	70.0063	2.5378	3.206460067
53.582	0.335413223	1.328	10.476	66.995	2.536	4.091642511
53.9776	0.319742975	1.311	10.4637	67.2563	2.5298	4.106174272
54.5829	0.273680992	1.0395	10.7188	68.4993	2.5162	2.94092061
54.829	0.264504132	1.037	10.655	69.104	2.511	4.297084456
54.5955	0.282698347	1.312	10.293	69.1845	2.513	3.263908147
54.2873	0.277221488	1.5318	10.4571	68.9286	2.5188	4.588796123
54.03	0.26085124	1.731	10.75	68.713	2.525	3.217852099
53.9465	0.279979339	1.857	11.0535	69.1225	2.5405	3.473979778
54.2695	0.308601653	1.7852	11.2086	69.7081	2.5453	2.699353651
55.701	0.280243802	0.8355	12.4585	68.6345	2.516	3.504610452
68.309	0.180966942	14.518	9.483	67.282	2.484	16.12148295
68.0909	0.207778512	9.2842	9.3791	66.7799	2.4845	15.75106244
67.7625	0.228392562	10.9655	9.278	66.5375	2.4815	15.91373829
67.379	0.210719008	19.964	9.409	67.019	2.477	5.458209254
67.5826	0.19517686	16.7267	9.5807	67.6152	2.4718	7.689396876
67.8325	0.192520661	11.488	9.7275	68.123	2.46	9.428890877
67.8872	0.200143802	7.9006	9.8368	68.3433	2.4475	9.240121284
67.4875	0.318020661	4.759	10.228	67.6195	2.4505	8.350537904
67.5455	0.369405785	5.1515	10.4501	67.2939	2.4745	4.383464165
67.607	0.403123967	5.635	10.728	67.102	2.492	2.547156872
68.065	0.388404959	4.2155	11.5655	67.3525	2.495	4.090075905
68.6198	0.358101653	3.0264	11.8546	67.821	2.4915	5.526324925
69.317	0.329231405	2.763	11.939	68.517	2.49	5.095494199
69.8094	0.309928926	2.1937	11.9293	69.1979	2.4925	4.514835655
70.438	0.365008264	1.252	12.25	69.935	2.488	3.021687336
71.2625	0.55811157	1.083	12.793	69.42	2.498	3.611786693
72.8735	0.50242562	1.493	12.6085	68.672	2.5045	1.658826585
73.918	0.393917355	0.677	13.295	69.039	2.462	2.142073879
75.7313	0.409996694	0.5882	13.8623	69.3502	2.4658	2.078204596
76.8842	0.497067769	0.758	12.9488	69.2934	2.4927	1.867712606
78.562	0.400012397	0.5375	13.1995	72.1555	2.4695	2.389180251
77.933	0.386809917	0.535	13.219	72.496	2.457	1.768095612
77.8515	0.389119835	0.52	13.1655	71.861	2.456	1.706947448
77.544	0.44322314	0.556	13.156	70.923	2.469	1.915278219
76.961	0.399396694	0.357	12.652	70.54	2.489	2.117438427
76.9555	0.376392562	0.3215	12.4225	70.4785	2.4785	2.026372329
75.011	0.424942975	0.6402	11.754	68.9092	2.516	1.928448654
74.6435	0.430322314	0.6725	11.6705	68.9255	2.502	2.858188019
75.8118	0.44522562	0.671	11.8818	70.0876	2.5283	3.809900757
75.961	0.430057851	0.76	11.389	70.699	2.515	3.915295321
77.298	0.416909091	0.4974	12.4812	70.5385	2.4757	1.524359194
77.109	0.390289256	0.388	12.141	70.896	2.453	1.903002799
75.8376	0.363305785	0.639	13.2628	68.7955	2.44	1.811143569
75.475	0.359772727	0.7355	13.293	67.98	2.4445	1.940836582
74.6175	0.362743802	0.7465	13.905	68.2355	2.442	1.984797683
73.6812	0.347202479	0.8035	14.2823	67.9682	2.438	2.082367409
